OCC_CODE,OCC_TITLE,tot_emp_per_year,a_mean_per_year,group,year
45-0000,"Farming, Fishing, and Forestry Occupations",454230,26360,major,2015
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",19060,48290,minor,2015
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",19060,48290,broad,2015
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",19060,48290,detailed,2015
45-2000,Agricultural Workers,388900,24090,minor,2015
45-2010,Agricultural Inspectors,14670,43810,broad,2015
45-2011,Agricultural Inspectors,14670,43810,detailed,2015
45-2020,Animal Breeders,1030,44650,broad,2015
45-2021,Animal Breeders,1030,44650,detailed,2015
45-2040,"Graders and Sorters, Agricultural Products",35290,23260,broad,2015
45-2041,"Graders and Sorters, Agricultural Products",35290,23260,detailed,2015
45-2090,Miscellaneous Agricultural Workers,337920,23260,broad,2015
45-2091,Agricultural Equipment Operators,27200,29380,detailed,2015
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",272170,22130,detailed,2015
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",33530,26160,detailed,2015
45-2099,"Agricultural Workers, All Other",5020,31850,detailed,2015
45-3000,Fishing and Hunting Workers,700,30370,minor,2015
45-3010,Fishers and Related Fishing Workers,540,29970,broad,2015
45-3011,Fishers and Related Fishing Workers,540,29970,detailed,2015
45-4000,"Forest, Conservation, and Logging Workers",45570,36470,minor,2015
45-4010,Forest and Conservation Workers,6870,29860,broad,2015
45-4011,Forest and Conservation Workers,6870,29860,detailed,2015
45-4020,Logging Workers,38700,37640,broad,2015
45-4021,Fallers,5840,41750,detailed,2015
45-4022,Logging Equipment Operators,27290,36930,detailed,2015
45-4023,Log Graders and Scalers,2740,37420,detailed,2015
45-4029,"Logging Workers, All Other",2830,36210,detailed,2015
47-0000,Construction and Extraction Occupations,5477820,47580,major,2015
47-1000,Supervisors of Construction and Extraction Workers,517560,66820,minor,2015
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,517560,66820,broad,2015
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,517560,66820,detailed,2015
47-2000,Construction Trades Workers,4076800,46290,minor,2015
47-2010,Boilermakers,16350,60660,broad,2015
47-2011,Boilermakers,16350,60660,detailed,2015
47-2020,"Brickmasons, Blockmasons, and Stonemasons",74570,50200,broad,2015
47-2021,Brickmasons and Blockmasons,61360,51750,detailed,2015
47-2022,Stonemasons,13210,42970,detailed,2015
47-2030,Carpenters,639190,46780,broad,2015
47-2031,Carpenters,639190,46780,detailed,2015
47-2040,"Carpet, Floor, and Tile Installers and Finishers",75280,43180,broad,2015
47-2041,Carpet Installers,25810,43210,detailed,2015
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",9830,42520,detailed,2015
47-2043,Floor Sanders and Finishers,4700,38160,detailed,2015
47-2044,Tile and Marble Setters,34940,44010,detailed,2015
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",166610,42150,broad,2015
47-2051,Cement Masons and Concrete Finishers,163360,42080,detailed,2015
47-2053,Terrazzo Workers and Finishers,3250,46050,detailed,2015
47-2060,Construction Laborers,887580,36550,broad,2015
47-2061,Construction Laborers,887580,36550,detailed,2015
47-2070,Construction Equipment Operators,411920,48380,broad,2015
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",53110,43020,detailed,2015
47-2072,Pile-Driver Operators,3670,55150,detailed,2015
47-2073,Operating Engineers and Other Construction Equipment Operators,355140,49110,detailed,2015
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",106000,46760,broad,2015
47-2081,Drywall and Ceiling Tile Installers,88490,45510,detailed,2015
47-2082,Tapers,17500,53080,detailed,2015
47-2110,Electricians,592230,55590,broad,2015
47-2111,Electricians,592230,55590,detailed,2015
47-2120,Glaziers,44230,45420,broad,2015
47-2121,Glaziers,44230,45420,detailed,2015
47-2130,Insulation Workers,55180,44740,broad,2015
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",25850,38810,detailed,2015
47-2132,"Insulation Workers, Mechanical",29330,49970,detailed,2015
47-2140,Painters and Paperhangers,216340,40490,broad,2015
47-2141,"Painters, Construction and Maintenance",213330,40540,detailed,2015
47-2142,Paperhangers,3020,36610,detailed,2015
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",432380,53860,broad,2015
47-2151,Pipelayers,40710,41910,detailed,2015
47-2152,"Plumbers, Pipefitters, and Steamfitters",391680,55100,detailed,2015
47-2160,Plasterers and Stucco Masons,22420,42070,broad,2015
47-2161,Plasterers and Stucco Masons,22420,42070,detailed,2015
47-2170,Reinforcing Iron and Rebar Workers,20060,54030,broad,2015
47-2171,Reinforcing Iron and Rebar Workers,20060,54030,detailed,2015
47-2180,Roofers,109720,40630,broad,2015
47-2181,Roofers,109720,40630,detailed,2015
47-2210,Sheet Metal Workers,135570,49810,broad,2015
47-2211,Sheet Metal Workers,135570,49810,detailed,2015
47-2220,Structural Iron and Steel Workers,64280,54750,broad,2015
47-2221,Structural Iron and Steel Workers,64280,54750,detailed,2015
47-2230,Solar Photovoltaic Installers,6870,40070,broad,2015
47-2231,Solar Photovoltaic Installers,6870,40070,detailed,2015
47-3000,"Helpers, Construction Trades",228710,29890,minor,2015
47-3010,"Helpers, Construction Trades",228710,29890,broad,2015
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",22970,32090,detailed,2015
47-3012,Helpers--Carpenters,37820,29200,detailed,2015
47-3013,Helpers--Electricians,71610,30000,detailed,2015
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",11030,27690,detailed,2015
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",55530,29950,detailed,2015
47-3016,Helpers--Roofers,10810,27820,detailed,2015
47-3019,"Helpers, Construction Trades, All Other",18930,30500,detailed,2015
47-4000,Other Construction and Related Workers,393710,46370,minor,2015
47-4010,Construction and Building Inspectors,91480,60030,broad,2015
47-4011,Construction and Building Inspectors,91480,60030,detailed,2015
47-4020,Elevator Installers and Repairers,21000,77350,broad,2015
47-4021,Elevator Installers and Repairers,21000,77350,detailed,2015
47-4030,Fence Erectors,21160,34840,broad,2015
47-4031,Fence Erectors,21160,34840,detailed,2015
47-4040,Hazardous Materials Removal Workers,42560,44150,broad,2015
47-4041,Hazardous Materials Removal Workers,42560,44150,detailed,2015
47-4050,Highway Maintenance Workers,142300,38200,broad,2015
47-4051,Highway Maintenance Workers,142300,38200,detailed,2015
47-4060,Rail-Track Laying and Maintenance Equipment Operators,14470,51340,broad,2015
47-4061,Rail-Track Laying and Maintenance Equipment Operators,14470,51340,detailed,2015
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,27080,37880,broad,2015
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,27080,37880,detailed,2015
47-4090,Miscellaneous Construction and Related Workers,33660,39220,broad,2015
47-4091,Segmental Pavers,1240,31820,detailed,2015
47-4099,"Construction and Related Workers, All Other",32420,39500,detailed,2015
47-5000,Extraction Workers,261040,46970,minor,2015
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining",105120,52680,broad,2015
47-5011,"Derrick Operators, Oil and Gas",19330,50710,detailed,2015
47-5012,"Rotary Drill Operators, Oil and Gas",24960,60380,detailed,2015
47-5013,"Service Unit Operators, Oil, Gas, and Mining",60830,50150,detailed,2015
47-5020,"Earth Drillers, Except Oil and Gas",19490,51840,broad,2015
47-5021,"Earth Drillers, Except Oil and Gas",19490,51840,detailed,2015
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",7540,52580,broad,2015
47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",7540,52580,detailed,2015
47-5040,Mining Machine Operators,19880,50530,broad,2015
47-5041,Continuous Mining Machine Operators,11130,50660,detailed,2015
47-5042,Mine Cutting and Channeling Machine Operators,6630,50720,detailed,2015
47-5049,"Mining Machine Operators, All Other",2120,49270,detailed,2015
47-5050,"Rock Splitters, Quarry",3790,34870,broad,2015
47-5051,"Rock Splitters, Quarry",3790,34870,detailed,2015
47-5060,"Roof Bolters, Mining",5220,55500,broad,2015
47-5061,"Roof Bolters, Mining",5220,55500,detailed,2015
47-5070,"Roustabouts, Oil and Gas",71790,38700,broad,2015
47-5071,"Roustabouts, Oil and Gas",71790,38700,detailed,2015
47-5080,Helpers--Extraction Workers,22820,37080,broad,2015
47-5081,Helpers--Extraction Workers,22820,37080,detailed,2015
47-5090,Miscellaneous Extraction Workers,5400,49140,broad,2015
47-5099,"Extraction Workers, All Other",5400,49140,detailed,2015
49-0000,"Installation, Maintenance, and Repair Occupations",5374150,45990,major,2015
49-1000,"Supervisors of Installation, Maintenance, and Repair Workers",445510,65890,minor,2015
49-1010,"First-Line Supervisors of Mechanics, Installers, and Repairers",445510,65890,broad,2015
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",445510,65890,detailed,2015
49-2000,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",585270,50380,minor,2015
49-2010,"Computer, Automated Teller, and Office Machine Repairers",106100,38990,broad,2015
49-2011,"Computer, Automated Teller, and Office Machine Repairers",106100,38990,detailed,2015
49-2020,Radio and Telecommunications Equipment Installers and Repairers,233260,54420,broad,2015
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",14160,52940,detailed,2015
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",219100,54510,detailed,2015
49-2090,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",245910,51460,broad,2015
49-2091,Avionics Technicians,17340,60200,detailed,2015
49-2092,"Electric Motor, Power Tool, and Related Repairers",17920,43760,detailed,2015
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",14210,59080,detailed,2015
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",69290,56670,detailed,2015
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",23070,72450,detailed,2015
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",12470,33500,detailed,2015
49-2097,Electronic Home Entertainment Equipment Installers and Repairers,26890,39670,detailed,2015
49-2098,Security and Fire Alarm Systems Installers,64730,44860,detailed,2015
49-3000,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1554340,42990,minor,2015
49-3010,Aircraft Mechanics and Service Technicians,124040,60160,broad,2015
49-3011,Aircraft Mechanics and Service Technicians,124040,60160,detailed,2015
49-3020,Automotive Technicians and Repairers,798280,41290,broad,2015
49-3021,Automotive Body and Related Repairers,143040,44590,detailed,2015
49-3022,Automotive Glass Installers and Repairers,17160,35210,detailed,2015
49-3023,Automotive Service Technicians and Mechanics,638080,40720,detailed,2015
49-3030,Bus and Truck Mechanics and Diesel Engine Specialists,251750,46110,broad,2015
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,251750,46110,detailed,2015
49-3040,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,180400,48180,broad,2015
49-3041,Farm Equipment Mechanics and Service Technicians,37080,38510,detailed,2015
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",121900,50080,detailed,2015
49-3043,Rail Car Repairers,21410,54130,detailed,2015
49-3050,Small Engine Mechanics,67850,36420,broad,2015
49-3051,Motorboat Mechanics and Service Technicians,20440,39500,detailed,2015
49-3052,Motorcycle Mechanics,15850,36240,detailed,2015
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,31560,34520,detailed,2015
49-3090,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",132030,27460,broad,2015
49-3091,Bicycle Repairers,12560,27900,detailed,2015
49-3092,Recreational Vehicle Service Technicians,11970,37380,detailed,2015
49-3093,Tire Repairers and Changers,107500,26310,detailed,2015
49-9000,"Other Installation, Maintenance, and Repair Occupations",2789020,43570,minor,2015
49-9010,Control and Valve Installers and Repairers,60440,51060,broad,2015
49-9011,Mechanical Door Repairers,17930,39900,detailed,2015
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",42510,55760,detailed,2015
49-9020,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",274680,47380,broad,2015
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",274680,47380,detailed,2015
49-9030,Home Appliance Repairers,33990,38820,broad,2015
49-9031,Home Appliance Repairers,33990,38820,detailed,2015
49-9040,"Industrial Machinery Installation, Repair, and Maintenance Workers",457380,50160,broad,2015
49-9041,Industrial Machinery Mechanics,323280,51470,detailed,2015
49-9043,"Maintenance Workers, Machinery",92520,44540,detailed,2015
49-9044,Millwrights,40030,52650,detailed,2015
49-9045,"Refractory Materials Repairers, Except Brickmasons",1550,48920,detailed,2015
49-9050,Line Installers and Repairers,221740,60160,broad,2015
49-9051,Electrical Power-Line Installers and Repairers,115380,65650,detailed,2015
49-9052,Telecommunications Line Installers and Repairers,106360,54200,detailed,2015
49-9060,Precision Instrument and Equipment Repairers,66660,48230,broad,2015
49-9061,Camera and Photographic Equipment Repairers,3540,42510,detailed,2015
49-9062,Medical Equipment Repairers,41060,49400,detailed,2015
49-9063,Musical Instrument Repairers and Tuners,7730,38590,detailed,2015
49-9064,Watch Repairers,2200,37110,detailed,2015
49-9069,"Precision Instrument and Equipment Repairers, All Other",12130,54110,detailed,2015
49-9070,"Maintenance and Repair Workers, General",1314560,38950,broad,2015
49-9071,"Maintenance and Repair Workers, General",1314560,38950,detailed,2015
49-9080,Wind Turbine Service Technicians,3950,53030,broad,2015
49-9081,Wind Turbine Service Technicians,3950,53030,detailed,2015
49-9090,"Miscellaneous Installation, Maintenance, and Repair Workers",355620,37050,broad,2015
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",32250,34260,detailed,2015
49-9092,Commercial Divers,3450,54640,detailed,2015
49-9093,"Fabric Menders, Except Garment",620,25840,detailed,2015
49-9094,Locksmiths and Safe Repairers,17800,41270,detailed,2015
49-9095,Manufactured Building and Mobile Home Installers,3650,33150,detailed,2015
49-9096,Riggers,22790,47770,detailed,2015
49-9097,Signal and Track Switch Repairers,8190,62650,detailed,2015
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",124220,28530,detailed,2015
49-9099,"Installation, Maintenance, and Repair Workers, All Other",142650,41120,detailed,2015
51-0000,Production Occupations,9073290,36220,major,2015
51-1000,Supervisors of Production Workers,603080,59930,minor,2015
51-1010,First-Line Supervisors of Production and Operating Workers,603080,59930,broad,2015
51-1011,First-Line Supervisors of Production and Operating Workers,603080,59930,detailed,2015
51-2000,Assemblers and Fabricators,1800410,32670,minor,2015
51-2010,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",42810,51040,broad,2015
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",42810,51040,detailed,2015
51-2020,"Electrical, Electronics, and Electromechanical Assemblers",273030,33570,broad,2015
51-2021,"Coil Winders, Tapers, and Finishers",14450,32990,detailed,2015
51-2022,Electrical and Electronic Equipment Assemblers,212170,33260,detailed,2015
